id,imdb_id,name,gross,date,theater,time,num_of_shows,ticket_price
158,tt0089791,"PEE WEE'S BIG ADVENTURE, a benefit for Chabot Elementary - THIS EVENT IS SOLD OUT. THANK YOU!",0,2015-05-31,1,12:30,1,8.0
219,tt0093779,THE PRINCESS BRIDE,0,2014-02-25,2,21:10,1,8.0
219,tt0093779,THE PRINCESS BRIDE,0,2014-02-26,1,20:55,1,8.0
219,tt0093779,THE PRINCESS BRIDE,0,2014-02-27,1,18:30,1,8.0
183,tt0094012,"SPACEBALLS - Sorry, but this show has been canceled.",0,2015-09-24,1,21:30,1,8.0
56,tt0094517,MYSTERY MYSTERY SCIENCE THEATER 3000 (<a target=”_blank” href=http://brownpapertickets.com/event/909238>Purchase Tickets Online</a>),0,2014-11-14,2,22:30,1,8.0
45,tt0096283,"MY NEIGHBOR TOTORO, a benefit for Francophone Charter School (<a target=”_blank” href=https://www.eventbrite.com/e/my-neighbor-totoro-tickets-14053573617>Purchase Tickets Online</a>)",0,2014-11-23,2,12:30,1,8.0
493,tt0097814,"KIKI'S DELIVERY SERVICE, a benefit for Urban Montessori - THIS SHOWING IS SOLD OUT!",0,2015-10-11,1,12:30,1,8.0
1088,tt0100944,THE WITCHES (New Parkway Family Classics),0,2013-10-11,1,16:00,1,8.0
1102,tt0105793,WAYNE'S WORLD (Staff Pick Night) (<a target=”_blank” href=http://brownpapertickets.com/event/1382135>Purchase Tickets Online</a>),0,2015-04-03,2,22:30,1,8.0
325,tt0108448,"UNNATURAL CAUSES, co-presented by Crocker Elementary PTA",0,2015-03-10,2,18:30,1,5.0
766,tt0162346,GHOST WORLD (Parkway Classics) (<a target=”_blank” href=http://www.brownpapertickets.com/event/433204>Purchase Tickets Online</a>),0,2013-08-15,2,21:15,1,6.0
829,tt0248845,"HEDWIG AND THE ANGRY INCH, presented by the Horizons Foundation (<a target=”_blank” href=https://www.eventbrite.com/e/an-lgbtq-pre-brunch-bash-tickets-16030558833>Purchase Tickets Online</a>)",0,2015-04-12,2,12:30,1,20.0
494,tt0250494,LEGALLY BLONDE (<a target=”_blank” href=http://www.brownpapertickets.com/event/2266419>Purchase Tickets Online</a>),0,2015-10-11,2,12:45,1,8.0
778,tt0265343,MONSOON WEDDING (Bollywood on 24th) (<a target=”_blank” href=http://brownpapertickets.com/event/843799>Purchase Tickets Online</a>),0,2014-09-21,2,15:00,1,8.0
903,tt0302886,OLD SCHOOL (Parkway Classics) (<a target=”_blank” href=http://brownpapertickets.com/event/2245423>Purchase Tickets Online</a>),0,2015-09-10,2,21:30,1,8.0
449,tt0366548,HAPPY FEET,0,2015-04-18,2,12:30,1,8.0
334,tt0441773,"KUNG FU PANDA, a benefit for Albany Preschool",0,2015-10-25,2,12:30,1,8.0
25,tt0475290,HAIL CAESAR! (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/538?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),0,2016-03-28,1,21:15,1,8.0
25,tt0475290,HAIL CAESAR! (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/590?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),0,2016-03-29,1,18:25,1,8.0
25,tt0475290,HAIL CAESAR! (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/547?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),0,2016-03-30,2,21:05,1,8.0
214,tt0790636,DALLAS BUYERS CLUB,0,2014-02-27,1,20:45,1,8.0
606,tt0816442,THE BOOK THIEF,0,2014-01-16,2,18:30,1,8.0
346,tt0942384,"SHELTER (Spectrum Queer Media)  <a target=""_blank"" href=""http://www.brownpapertickets.com/event/356423"">Purchase Tickets Online</a>",0,2013-03-17,1,15:00,1,6.0
353,tt1020072,SELMA,0,2015-04-02,1,18:50,1,8.0
353,tt1020072,SELMA,0,2015-04-05,1,13:00,1,8.0
535,tt1045658,SILVER LININGS PLAYBOOK (2 for 1 Wednesday),0,2013-05-01,2,15:30,1,6.0
761,tt1047011,THE UNFINISHED SONG,0,2013-08-15,2,18:30,1,6.0
266,tt1065073,BOYHOOD - This showing has beed cancelled.,0,2014-12-09,1,18:15,1,8.0
400,tt1170358,THE HOBBIT: THE DESOLATION OF SMAUG,0,2014-01-27,1,13:30,1,8.0
1056,tt1276962,HOW TO MAKE MONEY SELLING DRUGS,0,2013-08-27,2,21:30,1,6.0
1013,tt1351685,JACK THE GIANT SLAYER,0,2013-04-12,2,16:30,1,6.0
120,tt1392190,MAD MAX: FURY ROAD,0,2015-09-10,2,18:30,1,8.0
290,tt1436562,"RIO, a benefit for Easter Seals (<a target=”_blank” href=http://www.afternoonmovie.eventbrite.com >Purchase Tickets Online</a>)",0,2014-09-14,2,12:30,1,2.0
263,tt1504978,"A LOT LIKE YOU, a benefit for One World Children's Fund & Foot2Afrika (<a target=”_blank” href=https://owcf.secure.force.com/events/CnP_PaaS_EVT__EventRegistration_3?event_id=a1T160000037Z3L&pagename=Page3_Attendee_Info&Registrant=a1X16000001Z7fvEAC>Purchase Tickets Online</a>)",0,2015-08-09,2,12:30,1,10.0
1055,tt1533081,"LOVING LAMPPOSTS, Appreciating Diversity Film Series",0,2014-10-25,2,15:00,1,8.0
32,tt1579361,"CHASING ICE, co-presented by GRID Alternatives and featuring a post-film discussion (Doc Night) <a target=”_blank” href=https://ticketing.us.veezi.com/purchase/328?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>",0,2016-03-29,2,19:00,1,10.0
356,tt1581845,"SOMEWHERE BETWEEN, presented by the Appreciating Diversity Film Series",0,2015-03-28,2,15:00,1,8.0
20,tt1596363,THE BIG SHORT (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/544?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),0,2016-03-30,1,18:40,1,8.0
654,tt1600196,THE DROP,0,2014-10-12,1,20:45,1,8.0
654,tt1600196,THE DROP (Baby Brigade),0,2014-10-13,2,18:30,1,8.0
654,tt1600196,THE DROP,0,2014-10-14,2,21:00,1,8.0
654,tt1600196,THE DROP,0,2014-10-15,1,20:50,1,8.0
654,tt1600196,THE DROP,0,2014-10-16,1,19:00,1,8.0
774,tt1605717,FRANK--CANCELED DUE TO A'S GAME,0,2014-09-30,1,21:30,1,8.0
342,tt1618399,"THE WAITING ROOM, presented by the Appreciating Diversity Film Series (Free!)",0,2014-02-01,2,15:00,1,8.0
254,tt1640718,KAHLIL GIBRAN'S THE PROPHET,0,2015-09-09,2,18:30,1,8.0
135,tt1659337,"PERKS OF BEING A WALLFLOWER, a benefit for Grateful Heart Holistic Therapy Center (<a target=”_blank” href=http://gratefulheartfallmatinee.brownpapertickets.com/>Purchase Tickets Online</a>)",0,2015-11-08,2,12:30,1,10.0
144,tt1674785,DRUNK STONED BRILLIANT DEAD: THE STORY OF THE NATIONAL LAMPOON (Baby Brigade),0,2015-12-05,2,12:15,1,8.0
526,tt1723121,WE'RE THE MILLERS (CANCELED DUE TO A'S GAME),0,2013-10-10,1,19:00,1,8.0
602,tt1731141,ENDER'S GAME,0,2014-01-09,1,21:30,1,8.0
568,tt1772341,WRECK-IT RALPH,0,2013-02-24,2,13:00,1,6.0
985,tt1787067,FIRE IN THE BLOOD (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/579330>Purchase Tickets Online</a>),0,2014-02-25,2,19:00,1,8.0
294,tt1791528,"INHERENT VICE--CANCELLED, SORRY!",0,2015-02-26,1,18:20,1,8.0
294,tt1791528,INHERENT VICE,0,2015-04-05,1,20:40,1,8.0
294,tt1791528,INHERENT VICE,0,2015-04-08,1,20:40,1,8.0
150,tt1791682,WHILE WE'RE YOUNG--CANCELLED DUE TO WARRIORS' BASKETBALL,0,2015-05-19,1,18:30,1,8.0
150,tt1791682,WHILE WE'RE YOUNG--CANCELLED DUE TO WARRIORS' BASKETBALL,0,2015-05-21,2,18:30,1,8.0
517,tt1800266,BROOKLYN CASTLE,0,2013-02-03,2,12:00,1,6.0
1188,tt1815836,"MY DAD IS BARYSHNIKOV, presented by SFJFF Kids--CANCELLED!",0,2014-04-27,2,12:30,1,8.0
218,tt1821658,THE NUT JOB,0,2014-02-17,2,12:40,1,8.0
1154,tt1877832,X-MEN: DAYS OF FUTURE PAST,0,2014-07-05,1,16:40,1,8.0
23,tt1895587,SPOTLIGHT (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/546?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),0,2016-03-30,2,18:20,1,8.0
974,tt1931388,BEWARE OF MR. BAKER (CANCELED),0,2013-02-14,1,22:00,1,6.0
1191,tt1959490,NOAH,0,2014-05-11,1,17:30,1,8.0
305,tt1972571,A MOST WANTED MAN,0,2014-09-30,1,21:10,1,8.0
652,tt1972571,A MOST WANTED MAN,0,2014-10-12,1,18:00,2,8.0
652,tt1972571,A MOST WANTED MAN--MUST END TONIGHT!!,0,2014-10-13,2,21:00,1,8.0
268,tt2015381,GUARDIANS OF THE GALAXY - THIS SHOWING HAS BEEN CANCELLED DUE TO TECHNICAL DIFFICULTIES,0,2014-11-20,1,18:30,1,8.0
213,tt2024544,12 YEARS A SLAVE,0,2014-01-09,1,18:30,1,8.0
216,tt2042568,INSIDE LLEWYN DAVIS,0,2014-02-26,1,18:30,1,8.0
475,tt2064713,A BAND CALLED DEATH,0,2013-07-26,2,17:30,1,8.0
1106,tt2072987,"HARVEST OF EMPIRE, presented by Prime Paradigm",0,2015-04-05,2,12:30,1,8.0
1078,tt2073516,AGAINST THE GRAIN,0,2013-12-20,2,18:15,1,8.0
693,tt2073679,"THE INVISIBLE FRONT, presented by the San Francisco Lithuanian Community (<a target=”_blank” href=https://www.sflithuanians.com/main/2015/01/22/vasario-16toji/>Purchase Tickets Online</a>)",0,2015-02-22,2,13:00,1,25.0
377,tt2077908,ZARAFA,0,2015-07-20,1,16:00,1,8.0
377,tt2077908,ZARAFA,0,2015-07-25,1,14:40,1,8.0
760,tt2083355,THE BEST MAN HOLIDAY,0,2014-01-16,1,19:00,1,8.0
541,tt2084970,THE IMITATION GAME (Baby Brigade),0,2015-04-06,1,18:30,1,8.0
541,tt2084970,THE IMITATION GAME,0,2015-04-08,2,18:45,1,8.0
737,tt2084989,UPSTREAM COLOR (CANCELED),0,2013-06-04,1,21:45,1,6.0
558,tt2094064,MUCH ADO ABOUT NOTHING,0,2013-08-27,1,21:10,1,8.0
187,tt2096673,INSIDE OUT,0,2015-11-22,1,14:10,1,8.0
957,tt2097298,"MCFARLAND, USA",0,2015-04-04,2,17:30,1,8.0
957,tt2097298,"MCFARLAND, USA",0,2015-04-07,1,18:00,1,8.0
533,tt2101441,SPRING BREAKERS (CANCELED),0,2013-04-30,2,21:45,1,6.0
1057,tt2106476,THE HUNT,0,2013-08-27,1,18:30,1,8.0
133,tt2125435,BEASTS OF THE SOUTHERN WILD,0,2013-02-03,1,12:00,1,6.0
982,tt2125608,SEARCHING FOR SUGAR MAN,0,2013-02-10,1,21:30,1,6.0
982,tt2125608,SEARCHING FOR SUGAR MAN,0,2013-02-11,1,21:30,1,6.0
932,tt2125653,"THE HOUSE I LIVE IN, co-presented by the Appreciating Diversity Film Series--FREE!!",0,2015-01-31,1,15:00,1,8.0
31,tt2141739,FOOD CHAINS - Movie Only! (<a target=”_blank” href=http://brownpapertickets.com/event/1798360>Purchase Tickets Online</a>),0,2015-06-28,2,17:15,1,8.0
31,tt2141739,"FOOD CHAINS, co-presented by The Sustainable Economies Law Center and featuring a post-film discussion (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/492?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>)",0,2016-03-28,2,19:00,1,10.0
242,tt2179116,THE KINGS OF SUMMER,0,2013-08-09,1,20:00,1,8.0
1164,tt2215077,HALF OF A YELLOW SUN--CANCELLED!!,0,2014-06-17,1,20:30,1,8.0
579,tt2215151,"INEQUALITY FOR ALL, presented by the Appreciating Diversity Film Series",0,2014-04-26,1,15:00,1,8.0
169,tt2229399,"SYMPHONY OF THE SOIL, a benefit for Bay Friendly Coalition Benefit (<a target=”_blank” href=https://www.eventbrite.com/e/bay-friendly-at-the-movies-symphony-of-the-soil-tickets-16729467287>Purchase Tickets Online</a>)",0,2015-07-12,2,12:30,1,8.0
1199,tt2231212,BREASTMILK--CANCELLED!!,0,2014-05-29,1,18:30,1,8.0
241,tt2239034,"AMERICAN WINTER, presented by the Northern California Community Loan Fund",0,2013-12-11,1,17:30,1,8.0
1058,tt2258685,THE WORLD BEFORE HER (Doc Night at The New Parkway) (<a target=”_blank” href=http://www.brownpapertickets.com/event/441975>Purchase Tickets Online</a>),0,2013-08-27,2,19:00,1,6.0
780,tt2280836,SWEET DREAMS,0,2014-01-09,2,19:00,1,8.0
948,tt2302755,OLYMPUS HAS FALLEN,0,2013-05-14,1,21:15,1,6.0
618,tt2304771,MANDELA: LONG WALK TO FREEDOM,0,2014-01-16,1,21:30,1,8.0
293,tt2326554,A GIRL WALKS HOME ALONE AT NIGHT,0,2015-04-02,2,18:30,1,8.0
293,tt2326554,A GIRL WALKS HOME ALONE AT NIGHT,0,2015-04-05,2,19:40,1,8.0
293,tt2326554,A GIRL WALKS HOME ALONE AT NIGHT,0,2015-04-08,1,18:15,1,8.0
525,tt2334649,"FRUITVALE STATION, presented by BlackOut for Human Rights with post film discussion",0,2014-11-28,1,21:10,1,8.0
1101,tt2381941,FOCUS,0,2015-04-05,2,17:15,1,8.0
1101,tt2381941,FOCUS--MUST END TONIGHT!,0,2015-04-08,2,21:15,1,8.0
833,tt2398231,"THE HOMESMAN - Sorry, but this showing has been cancelled.",0,2015-01-14,1,18:30,1,8.0
18,tt2401878,ANOMALISA (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/543?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),0,2016-03-29,2,21:30,1,8.0
1074,tt2404181,"BELLE, presented by the Attitudinal Healing Connection (<a target=”_blank” href=https://events.r20.constantcontact.com/register/eventReg?oeidk=a07eag2b3nw8f70b95d&oseq=&c=&ch= >Purchase Tickets Online</a>)",0,2015-02-15,2,12:30,1,10.0
522,tt2452254,CLOUDS OF SILS MARIA,0,2015-06-21,2,20:00,1,8.0
354,tt2474024,THE LAST FIVE YEARS--CANCELED!!,0,2015-03-31,2,21:30,1,8.0
354,tt2474024,THE LAST FIVE YEARS--CANCELED!!!,0,2015-04-01,2,18:30,1,8.0
22,tt2488496,STAR WARS: THE FORCE AWAKENS (Baby Brigade) (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/539?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),0,2016-03-28,1,18:20,1,8.0
22,tt2488496,STAR WARS: THE FORCE AWAKENS (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/542?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),0,2016-03-29,1,20:45,1,8.0
837,tt2517658,THE CANAL,0,2014-11-16,2,21:10,1,8.0
373,tt2545088,"AMERICAN PROMISE, co-presented by Appreciating Diversity Film Series",0,2014-11-29,2,15:00,1,8.0
694,tt2555302,MATT SHEPARD IS A FRIEND OF MINE--CANCELLED DUE TO WARRIORS' BASKETBALL,0,2015-05-19,2,19:00,1,8.0
351,tt2562232,BIRDMAN,0,2015-04-02,2,20:55,1,8.0
351,tt2562232,BIRDMAN,0,2015-04-05,1,18:00,1,8.0
319,tt2582802,WHIPLASH,0,2015-04-04,1,19:00,1,8.0
987,tt2606924,"LENNY COOKE, with post film discussion moderated by Marc Spears, Marcus Thompson, and Eddie Maisonet (<a target=”_blank” href=http://brownpapertickets.com/event/571861>Purchase Tickets Online</a>)",0,2014-02-27,2,19:00,1,8.0
1052,tt2759372,"CODE BLACK, a benefit for and presented by Highland Hospital (<a target=”_blank” href=http://codeblackoakland.eventbrite.com>Purchase Tickets Online</a>)",0,2014-10-26,2,12:30,1,10.0
968,tt2782392,LITTLE SAINTS (<a target=”_blank” href=http://brownpapertickets.com/event/1418999>Purchase Tickets Online</a>),0,2015-04-03,1,20:20,1,8.0
968,tt2782392,LITTLE SAINTS (<a target=”_blank” href=http://brownpapertickets.com/event/1419290>Purchase Tickets Online</a>),0,2015-04-07,2,21:30,1,8.0
162,tt2848292,PITCH PERFECT 2 - This showing has been cancelled!,0,2015-07-15,2,18:30,1,8.0
172,tt2870648,AMY,0,2015-09-09,1,21:10,1,8.0
172,tt2870648,AMY,0,2015-09-10,1,18:50,1,8.0
172,tt2870648,AMY,0,2015-09-27,1,12:50,1,8.0
651,tt2883512,CHEF,0,2014-10-12,2,20:10,1,8.0
651,tt2883512,CHEF,0,2014-10-16,2,21:15,1,8.0
637,tt2910274,OBVIOUS CHILD,0,2014-08-29,1,18:15,1,8.0
1095,tt2942522,MOEBIUS,0,2014-08-29,1,16:00,1,8.0
1095,tt2942522,MOEBIUS--CANCELED!,0,2014-09-02,2,21:30,1,8.0
1095,tt2942522,MOEBIUS--CANCELED!!,0,2014-09-04,1,21:10,1,8.0
655,tt2978462,DOLPHIN TALE 2,0,2014-10-12,2,14:55,1,8.0
655,tt2978462,DOLPHIN TALE 2 - CANCELLED! SORRY.,0,2014-10-26,1,12:15,1,8.0
465,tt2980648,THE HUNDRED FOOT JOURNEY,0,2014-10-12,2,17:25,1,8.0
1195,tt2995810,"AFRICAN CYPHER, presented by the Fist Up Film Festival",0,2014-05-13,2,19:00,1,8.0
665,tt3007512,THE WATER DIVINER--CANCELLED!!,0,2015-05-14,1,19:00,1,8.0
660,tt3042792,"TONGUES OF HEAVEN, co-presented by The Center for Asian American Media, TaiwaneseAmerican.org, and North American Taiwanese Women's Association, featuring a post-film Q&A with director Anita Chang (Doc Night) (<a target=”_blank” href=http://brownpapertickets.com/event/866218>Purchase Tickets Online</a>)",0,2014-10-14,1,19:00,1,10.0
640,tt3074780,"SUPERMENSCH: THE LEGEND OF SHEP GORDON - Sorry, this showing has been CANCELLED.",0,2014-08-27,2,19:00,1,8.0
68,tt3076658,CREED (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/229?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),0,2016-02-04,2,18:30,1,8.0
1103,tt3238136,"F-R-E-E, co-presented by The Berkeley FILM Foundation and featuring a performance by Destiny Arts and a post-film Q&A with the filmmakers (<a target=”_blank” href=http://brownpapertickets.com/event/1362582>Purchase Tickets Online</a>)",0,2015-04-07,2,19:00,1,10.0
633,tt3268458,"THE INTERNET'S OWN BOY - Sorry, this showing has been CANCELLED.",0,2014-08-28,2,21:00,1,8.0
656,tt3279124,LAST DAYS IN VIETNAM,0,2014-10-12,1,15:40,1,8.0
656,tt3279124,LAST DAYS IN VIETNAM,0,2014-10-13,1,19:00,1,8.0
656,tt3279124,LAST DAYS IN VIETNAM,0,2014-10-15,1,18:30,1,8.0
277,tt3297554,ANIMALS - This showing has been cancelled!,0,2015-06-10,1,21:30,1,8.0
663,tt3311588,VESSEL,0,2015-05-10,2,14:55,1,8.0
663,tt3311588,VESSEL--CANCELLED!!,0,2015-05-14,2,18:30,1,8.0
132,tt3317022,"RAISE YOUR KIDS ON SELTZER, a new feature by Daniel Kremer (<a target=”_blank” href=http://brownpapertickets.com/event/2067921>Purchase Tickets Online</a>)",0,2015-08-06,1,18:30,1,12.0
149,tt3416742,WHAT WE DO IN THE SHADOWS--CANCELLED DUE TO WARRIORS' BASKETBALL,0,2015-05-21,1,19:00,1,8.0
653,tt3549508,NAS: TIME IS ILLMATIC,0,2014-10-14,1,21:30,1,8.0
653,tt3549508,NAS: TIME IS ILLMATIC,0,2014-10-15,2,21:30,1,25.0
451,tt3597448,"GIRL ON THE EDGE, presented by Sky's the Limit Fund (<a target=”_blank” href=http://www.skysthelimitfund.org/girlontheedge/>Reserve Tickets Online</a>)",0,2015-04-19,2,12:30,1,8.0
258,tt3623726,"RICKI AND THE FLASH--SORRY, THIS SHOWING HAS BEEN CANCELED!",0,2015-09-17,2,18:30,1,8.0
727,tt3656636,"THE SUMMER OF GODS, benefit screening (<a target=”_blank” href=http://brownpapertickets.com/event/553550>Purchase Tickets Online</a>)",0,2014-02-02,2,12:00,1,10.0
1133,tt3726704,EXPERIMENTER,0,2015-12-03,1,18:00,1,8.0
24,tt3808342,SON OF SAUL--CANCELLED!!,0,2016-03-29,1,18:20,1,8.0
256,tt3813310,"COP CAR--SORRY, THIS SHOWING HAS BEEN CANCELED!",0,2015-09-15,1,21:15,1,8.0
521,tt3824412,RESULTS - This showing has been cancelled.,0,2015-06-23,2,21:15,1,8.0
521,tt3824412,RESULTS - This showing has been cancelled!,0,2015-06-25,1,18:30,1,5.0
121,tt3850214,DOPE,0,2015-09-09,1,18:50,1,8.0
702,tt3948500,"IMBA MEANS SING, a benefit for the Oakland Youth Chorus with post-film Q&A (<a target=”_blank” href=http://www.eventbrite.com/e/imba-means-sing-the-oakland-youth-chorus-bay-area-screening-concert-extravaganza-tickets-16929579829?aff=eac2>Purchase Tickets Online</a>)",0,2015-08-30,2,12:30,1,8.0
29,tt3983674,THE MASK YOU LIVE IN (Appreciating Diversity Film Series),0,2016-03-26,1,15:00,1,8.0
630,tt4007320,"AN AMERICAN ASCENT, a benefit for Bay Area Wilderness Training (<a target=”_blank” href=http://www.eventbrite.com/e/bridging-the-adventure-gap-a-fundraiser-for-bay-area-wilderness-training-tickets-18786106751>Purchase Tickets Online</a>)",0,2015-11-15,1,12:30,1,20.0
405,tt4185572,THE HUNTING GROUND (Appreciating Diversity Film Series),0,2015-11-07,1,15:00,1,8.0
901,tt4229236,COBAIN: MONTAGE OF HECK - MUST END TONIGHT!,0,2015-09-09,2,20:30,1,8.0
26,tt4263482,THE WITCH (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/540?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),0,2016-03-28,2,21:30,1,8.0
26,tt4263482,THE WITCH (<a target=”_blank” href=https://ticketing.us.veezi.com/purchase/545?siteToken=P5WXdOEJ3Eq2eHbZHTAtbg%3D%3D>Purchase Tickets Online</a>),0,2016-03-30,1,21:30,1,8.0
402,tt4316236,THE BLACK PANTHERS: VANGUARD OF THE REVOLUTION,0,2015-11-25,2,14:45,2,8.0
1023,tt4372362,THREE TO INFINITY: BEYOND TWO GENDERS (Appreciating Diversity Film Series)--FREE!!,0,2015-10-03,2,15:00,1,8.0
544,tt4448706,"THE EAR GOES TO THE SOUND: THE WORK OF LAETITIA SONAMI, presented by Renetta Sitoy (<a target=”_blank” href=http://www.brownpapertickets.com/event/1294153>Purchase Tickets Online</a>)",0,2015-03-15,2,12:30,1,6.0
904,tt4569688,"TREASURE: FROM TRAGEDY TO TRANS JUSTICE, a benefit for Brown Boi Project (<a target=”_blank” href= http://www.eventbrite.com/e/treasure-from-tragedy-to-trans-justice-tickets-17604919789>Purchase Tickets Online</a>)",0,2015-09-06,2,12:30,1,130.0
802,tt4643580,UN GALLO CON MUCHOS HUEVOS--CANCELED!!,0,2015-10-20,1,18:30,1,8.0
105,tt4935334,SOUTHBOUND--CANCELED!!,0,2016-02-17,2,21:30,1,8.0
179,tt4973120,"THIS KIND OF LOVE, a benefit for United ACT (<a target=”_blank” href=http://brownpapertickets.com/event/2008579>Purchase Tickets Online</a>)",0,2015-09-20,2,12:30,1,10.0
195,tt5140574,"PHIL'S CAMINO, a benefit for Everyday Camino Productions",0,2015-11-22,2,12:30,1,8.0
1005,tt0882789,"MR. RIGHT (<a href=""http://www.spectrumqueermedia.com"">Spectrum Queer Media</a>) <a target=""_blank"" href=""http://www.brownpapertickets.com/event/404848"">Purchase Tickets Online</a>",6,2013-06-16,2,15:00,1,6.0
568,tt1772341,WRECK-IT RALPH (After School Special),6,2013-02-20,2,16:00,2,6.0
1068,tt1638364,THE ARMSTRONG LIE,8,2013-12-13,1,16:30,1,8.0
326,tt2872750,SHAUN THE SHEEP,8,2015-10-09,1,16:00,1,8.0
1133,tt3726704,EXPERIMENTER,8,2015-11-29,1,12:15,1,8.0
171,tt3824458,TANGERINE,8,2015-08-25,1,16:15,1,8.0
729,tt2147134,56 Up,9,2013-03-05,2,21:45,1,6.0
1013,tt1351685,JACK THE GIANT SLAYER,10,2013-04-16,1,21:15,1,6.0
629,tt3704008,"OF MEN AND WAR, featuring a post-film Q&A with director Laurent Becue-Renards and Fred Gusman (<a target=”_blank” href=http://brownpapertickets.com/event/2462794>Purchase Tickets Online</a>)",10,2015-11-14,1,14:45,1,10.0
1013,tt1351685,JACK THE GIANT SLAYER,12,2013-04-15,2,21:20,1,6.0
385,tt1381404,THE COMPANY YOU KEEP,12,2013-06-07,2,16:15,1,6.0
245,tt1869716,THE EAST,12,2013-07-28,1,21:35,1,6.0
